Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii	Total
OG0002177	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	15
OG0002178	0	0	0	0	0	1	1	0	1	1	1	2	2	1	1	2	1	1	0	0	0	15
OG0002179	0	0	0	0	0	1	1	0	0	1	1	2	3	1	1	2	1	1	0	0	0	15
OG0002180	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	13	15
OG0002181	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	6	0	0	0	0	15
OG0002182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15
OG0002183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	15
OG0002184	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002185	1	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002186	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0002187	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002188	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002189	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002190	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002191	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002192	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	14
OG0002193	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002194	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002195	1	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002196	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002197	1	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002198	1	0	0	0	0	0	1	0	2	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002199	1	0	1	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002200	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002201	2	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	2	0	14
OG0002202	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002203	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002204	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002205	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002206	1	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002207	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	14
OG0002208	1	0	0	0	0	1	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002209	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002210	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	14
OG0002211	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002212	0	3	0	0	2	0	0	2	3	0	0	0	0	0	0	0	0	0	2	0	2	14
OG0002213	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002214	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	14
OG0002215	0	1	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002216	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002217	0	3	0	2	2	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	2	14
OG0002218	0	1	0	0	0	1	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002219	0	1	0	0	0	0	2	0	2	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002220	0	1	0	0	0	1	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002221	0	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002222	0	1	0	0	0	1	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002223	0	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	14
OG0002224	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002225	0	1	0	1	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	14
OG0002226	0	3	0	3	2	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	14
OG0002227	0	3	1	2	1	0	0	1	2	0	0	0	0	0	0	0	0	0	3	0	1	14
OG0002228	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002229	0	1	0	0	0	1	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002230	0	1	0	0	0	1	2	0	1	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002231	0	1	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002232	0	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002233	0	2	0	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	2	0	2	14
OG0002234	0	1	0	4	2	0	0	2	1	0	0	0	0	0	0	0	0	0	2	0	2	14
OG0002235	0	1	0	0	0	0	1	0	3	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002236	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002237	0	0	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002238	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002239	0	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002240	0	0	0	2	2	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	5	14
OG0002241	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002242	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002243	0	0	0	1	0	1	0	1	0	0	0	2	2	1	1	2	1	0	1	0	1	14
OG0002244	0	0	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002245	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002246	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002247	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002248	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002249	0	0	0	1	1	0	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002250	0	0	0	1	1	0	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	14
OG0002251	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002252	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002253	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002254	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002255	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002256	0	0	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	14
OG0002257	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002258	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002259	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002260	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002261	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002262	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002263	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002264	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002265	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002266	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002267	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002268	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002269	0	0	0	0	1	0	1	0	2	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002270	0	0	0	0	0	5	1	0	0	1	1	1	1	0	1	1	1	1	0	0	0	14
OG0002271	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002272	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002273	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002274	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002275	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002276	0	0	0	0	0	1	1	0	0	1	1	2	2	1	1	2	1	1	0	0	0	14
OG0002277	0	0	0	0	0	1	2	0	1	1	1	1	1	1	1	1	1	1	1	0	0	14
OG0002278	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002279	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002280	0	0	0	0	0	1	1	0	0	1	1	2	2	1	1	2	1	1	0	0	0	14
OG0002281	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002282	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002283	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	14
OG0002284	0	0	0	0	0	1	1	0	0	1	1	2	2	1	1	2	1	1	0	0	0	14
OG0002285	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002286	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002287	0	0	0	0	0	0	1	0	0	2	1	3	0	1	1	3	1	1	0	0	0	14
OG0002288	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	14
OG0002289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	14
OG0002290	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002291	1	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	13
OG0002292	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002293	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	1	0	1	13
OG0002294	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002295	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002296	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002297	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	13
OG0002298	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002299	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002300	2	1	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	2	1	13
OG0002301	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002302	1	2	1	1	1	0	0	1	3	0	0	0	0	0	0	0	0	0	1	1	1	13
OG0002303	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002304	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002305	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002306	2	1	1	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	13
OG0002307	1	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002308	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002309	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002310	1	2	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002311	1	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002312	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002313	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002314	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002315	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002316	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002317	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002318	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002319	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002320	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002321	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002322	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002323	1	1	0	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	13
OG0002324	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002325	1	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002326	1	0	0	0	0	0	2	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002327	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002328	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002329	1	0	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002330	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002331	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002332	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002333	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002334	1	2	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	3	1	13
OG0002335	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002336	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002337	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002338	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002339	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002340	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	0	13
OG0002341	1	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	13
OG0002342	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002343	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002344	0	1	0	0	0	0	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002345	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002346	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002347	0	3	0	2	2	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	2	13
OG0002348	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	0	13
OG0002349	0	1	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	1	0	0	1	13
OG0002350	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002351	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002352	0	2	1	2	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	13
OG0002353	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002354	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002355	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002356	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002357	0	1	1	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	3	0	2	13
OG0002358	0	1	0	0	0	0	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002359	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002360	0	1	1	1	2	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	2	13
OG0002361	0	1	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002362	0	1	0	0	0	0	0	2	1	1	1	1	1	1	1	1	1	0	0	0	1	13
OG0002363	0	0	1	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002364	0	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002365	0	0	1	0	0	0	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002366	0	0	1	0	1	1	0	1	2	0	0	1	1	1	1	1	1	0	0	0	1	13
OG0002367	0	0	1	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002368	0	0	1	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002369	0	0	1	0	0	1	2	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002370	0	0	1	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002371	0	0	0	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	2	13
OG0002372	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	1	13
OG0002373	0	0	0	1	1	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002374	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002375	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002376	0	0	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	13
OG0002377	0	0	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002378	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002379	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002380	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002381	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002382	0	0	0	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002383	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002384	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002385	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002386	0	0	0	0	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002387	0	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002388	0	0	0	0	1	0	1	0	0	2	1	1	1	1	1	1	1	1	0	0	1	13
OG0002389	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002390	0	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002391	0	0	0	0	0	1	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002392	0	0	0	0	0	2	1	0	0	1	1	1	1	2	1	1	1	1	0	0	0	13
OG0002393	0	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002394	0	0	0	0	0	1	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002395	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002396	0	0	0	0	0	1	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002397	0	0	0	0	0	1	2	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002398	0	0	0	0	0	3	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002399	0	0	0	0	0	1	2	0	1	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002400	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002401	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002402	0	0	0	0	0	1	1	0	0	1	1	1	1	1	3	1	1	1	0	0	0	13
OG0002403	0	0	0	0	0	1	3	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002404	0	0	0	0	0	1	3	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002405	0	0	0	0	0	1	1	0	2	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002406	0	0	0	0	0	1	3	0	0	1	1	1	1	1	1	1	1	1	0	0	0	13
OG0002407	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002408	0	0	0	0	0	0	1	1	0	1	1	1	1	1	2	1	1	1	0	0	1	13
OG0002409	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002410	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002411	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002412	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002413	0	0	0	0	0	0	1	0	0	1	1	2	2	1	1	2	1	1	0	0	0	13
OG0002414	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002415	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002416	0	0	0	0	0	0	1	2	0	1	1	1	1	1	1	1	1	1	0	0	1	13
OG0002417	0	0	0	0	0	0	1	0	0	1	1	2	2	1	1	2	1	1	0	0	0	13
OG0002418	0	0	0	0	0	0	1	0	0	1	1	2	2	1	1	2	1	1	0	0	0	13
OG0002419	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002420	0	0	0	0	0	0	1	0	1	1	1	2	2	1	1	1	1	1	0	0	0	13
OG0002421	0	0	0	0	0	0	1	0	0	1	1	2	2	1	1	2	1	1	0	0	0	13
OG0002422	0	0	0	0	0	0	1	0	0	1	1	2	2	1	1	2	1	1	0	0	0	13
OG0002423	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002424	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	1	2	0	2	13
OG0002425	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	13
OG0002426	0	0	0	0	0	0	0	0	1	1	1	2	2	1	1	2	1	1	0	0	0	13
OG0002427	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	7	0	0	0	13
OG0002428	0	0	0	0	0	0	0	0	0	2	5	0	0	0	1	0	0	5	0	0	0	13
OG0002429	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	13
OG0002430	1	0	1	0	0	0	0	0	2	1	1	1	0	1	1	1	1	1	0	0	0	12
OG0002431	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	12
OG0002432	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	12
OG0002433	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	12
OG0002434	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	12
OG0002435	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	12
OG0002436	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	12
OG0002437	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	12
OG0002438	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	12
OG0002439	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	12
OG0002440	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	12
OG0002441	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	12
OG0002442	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	12
OG0002443	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	12
OG0002444	1	0	0	0	1	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	12
OG0002445	1	1	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	12
OG0002446	1	2	1	1	1	0	0	1	2	0	0	0	0	0	0	0	0	0	1	1	1	12
OG0002447	1	1	0	0	0	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	12
OG0002448	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	12
OG0002449	1	0	0	0	0	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0	0	12
OG0002450	1	0	0	0	0	0	1	0	0	1	1	1	1	1	1	1	1	1	0	1	0	12
